,gender,tenure,phone_services,internet_services,contract_duration,payment_method,number_customer_service_calls,phone_min,internet_min,phone_monthly_charges,internet_monthly_charges,avg_monthly_bill,churn,trigger_point,churn_surv,uuid,trigger_price,trigger_quality,trigger_external,cluster,treatment,churn_after_treatment,tenure_9_bin,tenure_bin,number_customer_service_calls_bin,phone_min_bin,internet_min_bin,phone_monthly_charges_bin,internet_monthly_charges_bin,avg_monthly_bill_bin,trigger_point_bin,cluster_bin
300,Male,22,0,1,short-term,mail,2,0.0,2825.6295117113136,0.0,25.980035950580703,45.16747512305462,1,22.0,0.0,954ad57a-febf-11ec-ac44-0242ac1c0002,0,0,1,4,,1,20,20,2,0,2000,0,30,50,20,4
301,Female,22,0,1,short-term,email,3,0.0,3142.811888706429,0.0,24.894372119151107,43.74552674511308,1,22.0,0.0,954ad5f2-febf-11ec-ac44-0242ac1c0002,0,0,1,4,discount,1,20,20,3,0,4000,0,20,50,20,4
302,Female,22,1,1,short-term,automatic transfer,5,118.73435348247874,7119.1855732404,20.18499130794605,51.37817085014142,65.97364102272479,0,0.0,0.0,954ad9d0-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,20,20,5,115,8000,20,50,75,0,7
303,Male,22,1,1,short-term,email,6,129.62481399095506,8959.427809049124,22.037533080131983,71.23712056183398,81.81045249786526,0,0.0,0.0,954adab6-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,20,20,6,135,8000,20,70,75,0,2
304,Female,22,1,1,short-term,email,2,150.60604977557978,9789.186464730195,25.60433344559505,55.601763975500646,90.79128415129571,0,0.0,0.0,954adb2e-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,20,20,2,155,10000,25,60,100,0,7
305,Male,22,1,1,short-term,automatic transfer,5,141.14567096859588,10851.06135457932,23.99652186581522,79.37361339545096,103.47889575978122,0,0.0,0.0,954ae5b0-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,20,20,5,135,10000,25,80,100,0,2
306,Male,22,1,1,short-term,email,2,123.379431680155,8837.632617249488,20.974881377071146,80.20771974339694,100.03795142300694,1,22.0,0.0,954ae628-febf-11ec-ac44-0242ac1c0002,1,0,0,2,discount,1,20,20,2,115,8000,20,80,100,20,2
307,Female,22,1,1,short-term,automatic transfer,4,123.379431680155,6340.069514443686,20.974881377071146,61.14069334882373,79.39057345805391,1,6.0,1.0,954ae696-febf-11ec-ac44-0242ac1c0002,1,1,0,7,discount,1,20,20,4,115,6000,20,60,75,5,7
308,Male,22,1,1,short-term,email,2,123.379431680155,6119.288728808568,20.974881377071146,78.3744562998584,95.61622002595928,1,22.0,0.0,954aea4c-febf-11ec-ac44-0242ac1c0002,0,0,1,2,,1,20,20,2,115,6000,20,80,100,20,2
309,Female,22,1,1,short-term,automatic transfer,1,123.379431680155,6000.022574128104,20.974881377071146,51.41591295654289,70.73628425453532,1,22.0,0.0,954aeb28-febf-11ec-ac44-0242ac1c0002,0,0,1,7,,1,20,20,1,115,6000,20,50,75,20,7
310,Female,22,1,1,short-term,mail,1,123.379431680155,7240.032298290348,20.974881377071146,70.48129711518985,84.46626638845527,1,12.0,1.0,954aed62-febf-11ec-ac44-0242ac1c0002,1,1,0,7,free_device,1,20,20,1,115,8000,20,70,75,10,7
311,Male,22,1,1,short-term,automatic transfer,1,123.379431680155,7861.953284634204,20.974881377071146,70.68803220141692,83.78152836817311,1,22.0,0.0,954aef24-febf-11ec-ac44-0242ac1c0002,0,0,1,2,,1,20,20,1,115,8000,20,70,75,20,2
312,Male,22,1,0,short-term,automatic transfer,5,124.84726940207516,0.0,21.225956770820392,0.0,19.82830696651288,0,0.0,0.0,954af32a-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,20,20,5,115,0,20,0,25,0,3
313,Female,22,1,0,short-term,automatic transfer,6,129.51505899233496,0.0,22.01938277490064,0.0,20.08004889575709,0,0.0,0.0,954af398-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,20,20,6,135,0,20,0,25,0,8
314,Male,22,1,1,long-term,automatic transfer,5,126.82015001502296,3129.055187715771,21.55934080741599,32.65034067852979,49.60863809425594,0,0.0,0.0,954af5d2-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,20,20,5,135,4000,20,30,50,0,0
315,Male,22,0,1,long-term,automatic transfer,0,0.0,2722.624138810157,0.0,36.79534025906205,52.33738005537352,1,22.0,0.0,954af7e4-febf-11ec-ac44-0242ac1c0002,0,0,1,8,upgrade_package,1,20,20,0,0,2000,0,40,50,20,8
316,Male,22,1,1,long-term,automatic transfer,1,123.379431680155,3045.8670583065104,20.974881377071146,40.4319748076496,59.41216931110569,1,22.0,0.0,954af85c-febf-11ec-ac44-0242ac1c0002,1,0,0,0,discount,1,20,20,1,115,4000,20,40,50,20,0
317,Male,22,1,1,long-term,automatic transfer,1,123.379431680155,2376.4788484992077,20.974881377071146,31.431841639902128,53.53148667590574,1,22.0,0.0,954af938-febf-11ec-ac44-0242ac1c0002,0,0,1,0,,1,20,20,1,115,2000,20,30,50,20,0
318,Male,22,1,1,long-term,automatic transfer,8,114.98301657225774,8733.929920895276,19.5461099133,66.2136504560725,82.96092356838405,0,0.0,0.0,954afa1e-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,20,20,8,115,8000,20,70,75,0,1
319,Male,22,1,0,long-term,automatic transfer,7,147.2947262054012,0.0,25.041851404521797,0.0,23.57673549853443,0,0.0,0.0,954afb9a-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,20,20,7,155,0,25,0,25,0,3
320,Male,22,1,0,long-term,mail,2,153.69808703393983,0.0,26.129569843974227,0.0,19.611093867665023,0,0.0,0.0,954b0068-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,20,20,2,155,0,25,0,25,0,3
321,Male,22,1,0,long-term,automatic transfer,2,119.1744024235849,0.0,20.26045094519185,0.0,20.341926993437912,0,0.0,0.0,954b00d6-febf-11ec-ac44-0242ac1c0002,0,0,0,3,discount,0,20,20,2,115,0,20,0,25,0,3
322,Male,10,0,1,short-term,mail,0,0.0,4366.9396160815095,0.0,30.94127409193732,43.9365797421992,0,0.0,0.0,954b0388-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,0,0,4000,0,30,50,0,4
323,Male,10,1,1,short-term,automatic transfer,2,117.25260895802523,5296.529056492328,19.93372649438049,43.6848103307476,58.47146936525704,0,0.0,0.0,954b03f6-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,2,115,6000,20,40,50,0,6
324,Male,10,1,1,short-term,automatic transfer,3,125.67464249509624,4807.761327268647,21.36461631831296,31.08891432627009,47.13672069842239,0,0.0,0.0,954b0464-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,3,135,4000,20,30,50,0,6
325,Male,10,0,1,short-term,mail,1,0.0,3035.5366040218464,0.0,29.080993815312493,50.23949981961141,0,0.0,0.0,954b04e6-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,1,0,4000,0,30,50,0,4
326,Female,10,1,1,short-term,email,1,129.58638539507243,4967.811429142486,22.030680402207327,41.8425477563052,57.45975609074389,0,0.0,0.0,954b0554-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,1,135,4000,20,40,50,0,6
327,Female,10,1,1,short-term,mail,1,130.59882794466137,4001.684930227399,22.201391879679576,15.825535200323028,35.75162285979739,0,0.0,0.0,954b05cc-febf-11ec-ac44-0242ac1c0002,0,0,0,6,upgrade_package,0,10,10,1,135,4000,20,20,25,0,6
328,Male,10,1,1,short-term,mail,1,142.9988860409277,3191.6872117268176,24.309950600717432,40.665647091598885,58.05656828159862,0,0.0,0.0,954b0874-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,1,135,4000,25,40,50,0,6
329,Female,10,0,1,short-term,automatic transfer,2,0.0,2993.038551231519,0.0,17.529382842454268,34.66840659265871,0,0.0,0.0,954b0c66-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,2,0,2000,0,20,25,0,4
330,Male,10,0,1,short-term,mail,1,0.0,3773.800528519496,0.0,30.09770500227112,46.82164015272474,0,0.0,0.0,954b0e1e-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,1,0,4000,0,30,50,0,4
331,Male,10,0,1,short-term,mail,2,0.0,2722.8498032174534,0.0,17.38657713258184,37.889123323223785,0,0.0,0.0,954b0f72-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,2,0,2000,0,20,50,0,4
332,Female,10,1,1,short-term,automatic transfer,4,123.379431680155,3753.438380967148,20.974881377071146,41.19563521758161,55.8495925512804,1,3.0,1.0,954b1454-febf-11ec-ac44-0242ac1c0002,0,0,1,6,,1,10,10,4,115,4000,20,40,50,5,6
333,Female,10,1,1,short-term,email,1,118.83080963067984,9492.545001274952,20.201598013293463,74.715054210862,67.64705751438906,0,0.0,0.0,954b18d2-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,10,10,1,115,10000,20,70,75,0,7
334,Male,10,1,1,short-term,email,0,138.4819548575217,9209.33512239746,23.54163640766441,55.97910495278438,67.60874409445584,0,0.0,0.0,954b1c56-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,0,135,10000,25,60,75,0,2
335,Male,10,1,1,short-term,email,0,123.379431680155,5448.93512472446,20.974881377071146,61.60683549354183,84.1849711491838,1,10.0,0.0,954b1cc4-febf-11ec-ac44-0242ac1c0002,1,0,0,2,upgrade_package,0,10,10,0,115,6000,20,60,75,10,2
336,Male,10,1,1,short-term,email,1,123.379431680155,4468.3916509308965,20.974881377071146,71.84360934593374,69.4897567936735,1,5.0,1.0,954b1e5e-febf-11ec-ac44-0242ac1c0002,1,1,0,2,free_device,0,10,10,1,115,4000,20,70,75,5,2
337,Male,10,1,1,short-term,automatic transfer,0,123.379431680155,6444.783765412138,20.974881377071146,60.99743736465379,74.65599085397383,1,10.0,0.0,954b1ed6-febf-11ec-ac44-0242ac1c0002,1,0,0,2,,1,10,10,0,115,6000,20,60,75,10,2
338,Male,10,1,1,short-term,automatic transfer,1,123.379431680155,4517.183705604113,20.974881377071146,72.66389986825864,63.1955737933592,1,10.0,0.0,954b1f44-febf-11ec-ac44-0242ac1c0002,1,0,0,2,discount,1,10,10,1,115,4000,20,70,75,10,2
339,Male,10,1,1,short-term,email,1,123.379431680155,6871.586510515232,20.974881377071146,59.03878460010342,90.36524126705766,1,10.0,0.0,954b1fbc-febf-11ec-ac44-0242ac1c0002,1,0,0,2,discount,1,10,10,1,115,6000,20,60,100,10,2
340,Male,10,1,1,short-term,email,2,123.379431680155,6455.656383761841,20.974881377071146,65.45006018711403,97.48962064076544,1,10.0,0.0,954b2926-febf-11ec-ac44-0242ac1c0002,1,0,0,2,discount,0,10,10,2,115,6000,20,70,100,10,2
341,Female,10,1,1,short-term,automatic transfer,1,123.379431680155,4193.685706972069,20.974881377071146,53.75705076113965,61.730594291252906,1,3.0,1.0,954b2bf6-febf-11ec-ac44-0242ac1c0002,0,1,0,7,discount,1,10,10,1,115,4000,20,50,50,5,7
342,Female,10,1,1,short-term,automatic transfer,1,123.379431680155,7442.159072820218,20.974881377071146,56.068804536583855,80.81941313236089,1,10.0,0.0,954b31f0-febf-11ec-ac44-0242ac1c0002,1,0,0,7,discount,0,10,10,1,115,8000,20,60,75,10,7
343,Female,10,1,0,short-term,mail,0,106.71214886951084,0.0,18.142054645016284,0.0,15.3428501200883,0,0.0,0.0,954b359c-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,0,115,0,20,0,10,0,8
344,Female,10,1,0,short-term,mail,0,148.4901683066177,0.0,25.2438084531588,0.0,18.666599088990164,0,0.0,0.0,954b36fa-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,0,155,0,25,0,25,0,8
345,Male,10,1,0,short-term,email,0,110.43500615572566,0.0,18.774088281724914,0.0,23.849914600369303,0,0.0,0.0,954b3948-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,0,115,0,20,0,25,0,3
346,Male,10,1,0,short-term,mail,1,114.12974226961153,0.0,19.40334001201881,0.0,19.58281348781497,0,0.0,0.0,954b3f60-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,1,115,0,20,0,25,0,3
347,Female,10,1,0,short-term,mail,3,124.29500825050262,0.0,21.129849473089585,0.0,19.76934544851071,0,0.0,0.0,954b4064-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,3,115,0,20,0,25,0,8
348,Male,10,1,0,short-term,automatic transfer,2,137.67183650020576,0.0,23.405477677200288,0.0,20.317151414844243,0,0.0,0.0,954b40d2-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,2,135,0,25,0,25,0,3
349,Female,10,1,0,short-term,mail,1,120.85303648145997,0.0,20.548073908884483,0.0,16.84568289893266,0,0.0,0.0,954b4172-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,1,115,0,20,0,10,0,8
350,Female,10,1,1,long-term,automatic transfer,1,143.65026556793066,5322.098223370362,24.448241169478656,35.61906061392492,52.35079371674637,0,0.0,0.0,954b4258-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,10,10,1,135,6000,25,40,50,0,0
351,Female,10,1,1,long-term,mail,0,126.4042881276817,5474.283086206702,21.63503051120239,35.85426204590303,49.13971083860105,0,0.0,0.0,954b43ca-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,10,10,0,135,6000,20,40,50,0,0
352,Female,10,0,1,long-term,mail,1,0.0,2079.999927127839,0.0,13.852010009398183,31.50023255549157,0,0.0,0.0,954b44ec-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,1,0,2000,0,10,25,0,4
353,Female,10,1,1,long-term,mail,0,114.47376339063626,7391.952681673699,19.61232670904812,49.33124724891498,61.873381826941234,0,0.0,0.0,954b4bd6-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,10,10,0,115,8000,20,50,50,0,0
354,Female,10,1,0,long-term,mail,3,107.49314644945692,0.0,18.27341086744524,0.0,16.71839968075864,0,0.0,0.0,954b4e24-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,10,10,3,115,0,20,0,10,0,8
355,Male,10,1,0,long-term,mail,1,124.55122960755708,0.0,21.17209981448644,0.0,16.785871722412786,0,0.0,0.0,954b4f14-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,1,115,0,20,0,10,0,3
356,Male,10,1,0,long-term,mail,1,121.98637783674523,0.0,20.738443338910862,0.0,19.11212124475189,0,0.0,0.0,954b4f82-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,1,115,0,20,0,25,0,3
357,Male,10,1,0,long-term,mail,2,119.41341784495197,0.0,20.299961403459,0.0,19.848090396786333,0,0.0,0.0,954b51d0-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,10,10,2,115,0,20,0,25,0,3
358,Male,28,1,1,short-term,automatic transfer,2,127.50200294414071,5365.120579887723,21.673778712109403,35.22104795628173,57.02837771889229,0,0.0,0.0,954b548c-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,30,30,2,135,6000,20,40,50,0,6
359,Female,28,0,1,short-term,automatic transfer,0,0.0,2317.6861735183334,0.0,18.048159640844645,35.603825608834825,0,0.0,0.0,954b55ea-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,30,30,0,0,2000,0,20,25,0,4
360,Male,28,1,1,short-term,email,2,128.74057390655906,2003.7766684048895,21.884242912202453,17.665983890909352,35.53497400169507,0,0.0,0.0,954b5a18-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,30,30,2,135,2000,20,20,25,0,6
361,Female,28,0,1,short-term,email,2,0.0,2708.365163664388,0.0,23.19147930029706,41.69126100071125,0,0.0,0.0,954b5a90-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,30,30,2,0,2000,0,20,50,0,4
362,Female,28,1,1,short-term,automatic transfer,1,128.5353318799716,1825.3461454246649,21.849899628059543,14.481782958099668,32.77006993389092,0,0.0,0.0,954b5b76-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,30,30,1,135,2000,20,10,25,0,6
363,Female,28,1,1,short-term,automatic transfer,1,106.58413704866774,11772.846339974352,18.118559941044783,83.88884860383372,100.57852445847728,0,0.0,0.0,954b5c5c-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,30,30,1,115,12000,20,80,100,0,7
364,Male,28,1,1,short-term,automatic transfer,1,120.00492692357416,9758.007044895565,20.39891667275888,68.48192912477602,84.79782017252458,0,0.0,0.0,954b5ffe-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,30,30,1,115,10000,20,70,75,0,2
365,Male,28,1,1,short-term,email,1,131.01824975578896,11569.639080058068,22.272229749126165,86.20739025326431,104.53695666877051,0,0.0,0.0,954b6076-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,30,30,1,135,12000,20,90,100,0,2
366,Male,28,1,1,short-term,automatic transfer,4,123.379431680155,8718.39885088329,20.974881377071146,77.19963429872836,97.61396687711672,1,28.0,0.0,954b61ca-febf-11ec-ac44-0242ac1c0002,0,0,1,2,,1,30,30,4,115,8000,20,80,100,30,2
367,Female,28,1,1,short-term,automatic transfer,2,123.379431680155,9707.31035196937,20.974881377071146,83.50058500194227,106.6265093645616,1,28.0,0.0,954b6332-febf-11ec-ac44-0242ac1c0002,1,0,0,7,,1,30,30,2,115,10000,20,80,100,30,7
368,Female,28,1,1,short-term,email,1,123.379431680155,7999.3416057933155,20.974881377071146,74.39497379884052,95.46224351436884,1,20.0,1.0,954b665c-febf-11ec-ac44-0242ac1c0002,1,1,0,7,upgrade_package,0,30,30,1,115,8000,20,70,100,20,7
369,Female,28,1,1,short-term,automatic transfer,3,123.379431680155,7600.432130882751,20.974881377071146,70.40352761746529,90.5937276176766,1,28.0,0.0,954b67e2-febf-11ec-ac44-0242ac1c0002,0,0,1,7,,1,30,30,3,115,8000,20,70,100,30,7
370,Female,28,1,0,short-term,mail,1,127.84647208178237,0.0,21.732114091148134,0.0,18.88862019403606,0,0.0,0.0,954b68d2-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,30,30,1,135,0,20,0,25,0,8
371,Male,28,1,1,long-term,mail,0,114.76777905827386,7150.463436249778,19.511440004205337,39.48515919248337,56.76855229442811,0,0.0,0.0,954b6fbc-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,30,30,0,115,8000,20,40,50,0,0
372,Male,28,1,1,long-term,automatic transfer,2,100.3513850268308,9890.203429074596,17.058106185366285,64.64322466708367,82.28697820555757,0,0.0,0.0,954b720a-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,30,30,2,95,10000,15,60,75,0,1
373,Male,28,1,1,long-term,automatic transfer,3,92.38344874818222,10926.561765339047,15.703997013833598,82.81237487840406,95.41730027163352,0,0.0,0.0,954b7368-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,30,30,3,95,10000,15,80,100,0,1
374,Male,28,1,1,long-term,automatic transfer,0,122.68862524841688,8283.375332182502,20.855665898382743,57.92652182663464,76.55717630861999,0,0.0,0.0,954b74c6-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,30,30,0,115,8000,20,60,75,0,1
375,Female,28,1,1,long-term,automatic transfer,1,123.379431680155,8140.185655090895,20.974881377071146,75.91705322122546,93.25737466309958,1,28.0,0.0,954b75ac-febf-11ec-ac44-0242ac1c0002,1,0,0,5,discount,1,30,30,1,115,8000,20,80,100,30,5
376,Female,28,1,1,long-term,email,2,123.379431680155,8422.091174049292,20.974881377071146,78.63114631310773,94.70896011812776,1,18.0,1.0,954b7624-febf-11ec-ac44-0242ac1c0002,1,0,0,5,upgrade_package,1,30,30,2,115,8000,20,80,100,20,5
377,Female,28,1,0,long-term,mail,0,121.62852272744736,0.0,20.675858693965157,0.0,22.637321112851776,0,0.0,0.0,954b769c-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,30,30,0,115,0,20,0,25,0,8
378,Female,28,1,0,long-term,mail,0,125.38397933071415,0.0,21.314611306146148,0.0,20.330339086427795,0,0.0,0.0,954b77fa-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,30,30,0,135,0,20,0,25,0,8
379,Male,28,1,0,long-term,mail,1,134.25568403432365,0.0,22.82111001559644,0.0,21.666365692855468,0,0.0,0.0,954b7868-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,30,30,1,135,0,25,0,25,0,3
380,Male,62,1,1,short-term,automatic transfer,2,145.03282461987538,7730.454982660499,24.656290000457386,54.63166607069527,77.86235281132753,0,0.0,0.0,954b794e-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,60,60,2,155,8000,25,50,75,0,2
381,Female,62,1,1,short-term,email,1,118.64074228260674,10150.31636037641,20.18748641732459,77.19358023168783,97.93080859516468,0,0.0,0.0,954b7c14-febf-11ec-ac44-0242ac1c0002,0,0,0,7,,0,60,60,1,115,10000,20,80,100,0,7
382,Male,62,0,1,long-term,automatic transfer,1,0.0,3677.222091526234,0.0,21.70276919867084,43.62206788710028,0,0.0,0.0,954b7f52-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,60,60,1,0,4000,0,20,50,0,8
383,Male,62,1,1,long-term,automatic transfer,2,145.63117351023527,3932.8193140008634,24.759520572439857,26.08916509954239,48.43533707817566,0,0.0,0.0,954b7fca-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,2,155,4000,25,30,50,0,0
384,Male,62,1,1,long-term,mail,0,131.50101292036118,8109.402441087035,22.357120200322804,39.45980087589688,59.17987569587859,0,0.0,0.0,954b83f8-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,0,135,8000,20,40,50,0,0
385,Male,62,0,1,long-term,email,1,0.0,6842.289052052267,0.0,45.91562301325566,63.9265531341013,0,0.0,0.0,954b84e8-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,60,60,1,0,6000,0,50,75,0,8
386,Male,62,0,1,long-term,automatic transfer,2,0.0,3267.3366808785013,0.0,18.76164931104769,40.74334905998466,0,0.0,0.0,954b86be-febf-11ec-ac44-0242ac1c0002,0,0,0,8,,0,60,60,2,0,4000,0,20,50,0,8
387,Male,62,1,1,long-term,automatic transfer,3,127.56377836370842,5785.719733819783,21.687730710896204,41.49526459441986,63.24737131831266,0,0.0,0.0,954b881c-febf-11ec-ac44-0242ac1c0002,0,0,0,0,,0,60,60,3,135,6000,20,40,75,0,0
388,Female,62,1,1,long-term,automatic transfer,2,129.6086581355189,12601.434091038456,22.03519191408117,92.11798885664923,106.82349485864124,0,0.0,0.0,954b8ad8-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,60,60,2,135,12000,20,90,100,0,5
389,Female,62,1,1,long-term,email,0,120.8042559885039,12329.221690742295,20.53964526938645,87.76768000663606,105.36813172958452,0,0.0,0.0,954b8d1c-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,60,60,0,115,12000,20,90,100,0,5
390,Female,62,1,1,long-term,email,2,126.48236443128587,10108.23094197822,21.50271464688367,78.31700849889988,96.99715534562692,0,0.0,0.0,954b91ae-febf-11ec-ac44-0242ac1c0002,0,0,0,5,,0,60,60,2,135,10000,20,80,100,0,5
391,Male,62,1,1,long-term,automatic transfer,1,152.57872942635402,7212.038278682798,25.93964711775499,61.126342144255226,82.07345159109799,0,0.0,0.0,954b9636-febf-11ec-ac44-0242ac1c0002,0,0,0,1,upgrade_package,0,60,60,1,155,8000,25,60,75,0,1
392,Male,62,1,1,long-term,automatic transfer,1,139.97648941366757,9618.605777625336,23.800245417643893,74.63581738127533,96.98707207785324,0,0.0,0.0,954b9758-febf-11ec-ac44-0242ac1c0002,0,0,0,1,,0,60,60,1,135,10000,25,70,100,0,1
393,Male,62,1,1,long-term,email,2,123.379431680155,6189.6663103643,20.974881377071146,76.97990039389303,97.71919736515136,1,50.0,1.0,954b98b6-febf-11ec-ac44-0242ac1c0002,1,0,0,1,upgrade_package,1,60,60,2,115,6000,20,80,100,50,1
394,Male,62,1,0,long-term,automatic transfer,1,123.56211366009032,0.0,21.01417971020602,0.0,20.821819545594444,0,0.0,0.0,954b9a28-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,60,60,1,115,0,20,0,25,0,3
395,Male,62,1,0,long-term,automatic transfer,1,127.20525434812596,0.0,21.63264297594981,0.0,22.34042872238609,0,0.0,0.0,954b9c6c-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,60,60,1,135,0,20,0,25,0,3
396,Female,62,1,0,long-term,automatic transfer,0,145.51837350336112,0.0,24.74263069702128,0.0,19.5474815913471,0,0.0,0.0,954b9d52-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,0,155,0,25,0,25,0,8
397,Male,62,1,0,long-term,automatic transfer,2,112.12087341794332,0.0,19.066585514994763,0.0,21.185133127358554,0,0.0,0.0,954b9f1e-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,60,60,2,115,0,20,0,25,0,3
398,Female,62,1,0,long-term,mail,0,135.99014606575992,0.0,23.121297317704087,0.0,20.70741513215038,0,0.0,0.0,954ba1e4-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,0,135,0,25,0,25,0,8
399,Female,62,1,0,long-term,automatic transfer,0,154.43425039411568,0.0,26.256308859965426,0.0,18.54697181665651,0,0.0,0.0,954ba428-febf-11ec-ac44-0242ac1c0002,0,0,0,9,,0,60,60,0,155,0,25,0,25,0,8
400,Male,62,1,0,long-term,automatic transfer,2,122.16646850965856,0.0,20.776269011675428,0.0,18.698116751098897,0,0.0,0.0,954ba496-febf-11ec-ac44-0242ac1c0002,0,0,0,3,,0,60,60,2,115,0,20,0,25,0,3
401,Male,13,1,1,short-term,mail,9,106.7818820561416,1669.4936555542558,18.153422080206678,13.943361676840382,31.592881914481737,0,0.0,0.0,954ba586-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,8,115,2000,20,10,25,0,6
402,Male,13,1,1,short-term,automatic transfer,2,123.16478678598972,7977.333522098476,20.939046416383256,57.27075882307495,68.5855256092835,0,0.0,0.0,954ba7de-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,2,115,8000,20,60,75,0,2
403,Female,13,0,1,short-term,mail,6,0.0,1899.996510681046,0.0,13.514775644724352,30.8594758213442,0,0.0,0.0,954baa2c-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,6,0,2000,0,10,25,0,4
404,Female,13,0,1,short-term,automatic transfer,7,0.0,3660.751934917799,0.0,39.350652907470405,50.168311127827344,0,0.0,0.0,954bae00-febf-11ec-ac44-0242ac1c0002,0,0,0,4,,0,10,10,7,0,4000,0,40,50,0,4
405,Male,13,1,1,short-term,email,3,116.15447880350683,7870.830317386998,19.74756298603385,38.34539434978612,54.608999062531865,0,0.0,0.0,954bae6e-febf-11ec-ac44-0242ac1c0002,0,0,0,2,,0,10,10,3,115,8000,20,40,50,0,2
406,Male,13,1,1,short-term,automatic transfer,5,111.62825807711236,3112.3624580487244,18.97799970751884,41.989038800635285,52.23234632610586,0,0.0,0.0,954baee6-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,5,115,4000,20,40,50,0,6
407,Female,13,1,1,short-term,email,1,124.15810104655002,4548.128760365804,21.107933425140875,31.598590859010287,49.52894864513371,0,0.0,0.0,954baf54-febf-11ec-ac44-0242ac1c0002,0,0,0,6,,0,10,10,1,115,4000,20,30,50,0,6
